MinTemp,MaxTemp,Rainfall,WindSpeed,Humidity,Pressure,RainTomorrow
8.3,17.7,3.8,41,40,1003,0
9.2,18,0.6,20,29,1010.5,0
5.8,16.1,0,7,44,1016,0
8.5,13.4,0,17,70,1013.8,1
6.2,13.8,15.6,43,56,1012.9,1
6.4,13.3,9.2,33,78,1027.1,1
7.1,14.5,1.2,26,68,1031.2,0
7.8,15.6,0,13,78,1032.2,0
7.9,20.1,1,26,46,1029.2,0
9.7,18.5,0,26,47,1024.5,1
11.6,16.2,2,13,75,1023.4,0
11.3,20.8,0.6,9,45,1014.3,0
10.4,21.6,0,20,28,1015.5,0
10.7,21.6,0,43,25,1012.3,0
8.5,16.1,0,28,29,1024.5,0
6.7,17.3,0,26,51,1030.8,0
7.5,17,0,15,52,1030.2,0
8.1,20.7,0,20,25,1019.8,0
10.6,21.5,0,13,28,1019.2,0
7.4,23.3,0,35,20,1015.3,0
11.2,25.2,0,28,24,1009.8,0
9.3,19.9,0,35,30,1013.9,0
8.5,15.7,0,9,38,1018.8,0
5.7,15.9,0,30,36,1010.1,0
6.9,15.4,0,20,51,1016.7,0
6.1,18.1,0,24,59,1021,0
7.1,15,0,26,59,1022.5,0
5.8,17.8,0,17,54,1019.6,0
8.5,21.3,0,9,30,1012.7,0
9.5,21.8,0,22,25,1011,0
6.8,19.1,0,37,30,1003.8,0
8.2,19.7,0,30,24,1014.8,0
7.1,19,0,17,44,1023.3,0
8.2,16.8,0,24,72,1028.8,0
10.8,20.8,0,24,54,1021.1,0
9.4,21.2,0,22,29,1013.5,0
10,14.9,0,20,51,1021.1,0
8.9,17.6,0,19,55,1024.9,0
8.4,20.9,0,20,53,1024.7,0
9.7,23.9,0,22,51,1020.8,0
14.5,28.9,0,31,23,1015.8,1
15.2,19.7,3.4,17,62,1018.2,1
14.6,17.6,4.8,7,94,1015.4,1
12.4,21.1,46.6,35,55,1012.9,1
12.8,18.8,5.2,20,78,1017.9,0
11.9,22.7,0,22,38,1014.9,0
10.5,18.9,0,24,57,1018.8,0
9,20.9,0,11,27,1017.8,0
7.4,16.1,0,30,54,1017.5,0
9.5,16.6,0,28,53,1013.9,0
8.6,17.4,0,17,42,1013.4,0
7.7,20,0,20,39,1011.8,1
11.6,20.8,2.2,30,30,1005.8,1
12.5,17.2,9.6,28,65,1020.5,0
11.1,19.4,0,28,63,1019.8,1
12.7,17.4,2.6,13,75,1021.9,1
9.9,24.9,3.4,24,28,1013.1,0
9.6,20.1,0,30,33,1015.9,0
10.2,17.7,0,24,52,1022,0
11.4,18.9,0,20,50,1029.8,0
14.4,22.9,0,31,40,1027.1,0
11.2,26.1,0,24,38,1024.6,0
12.6,24.4,0,26,54,1024.9,0
14,23.9,0,33,52,1020.1,0
14.1,30.5,0,33,21,1008.6,0
12.2,20.2,0,26,66,1015.2,0
12.2,18.3,0,31,64,1018.3,1
13.3,17.9,2,35,60,1025.5,1
12.5,20.8,16.2,30,56,1024,0
12,18.4,0,17,75,1021.6,0
12.2,24.5,0.6,24,54,1014.9,0
15.2,17.6,0.2,44,59,1017.7,0
10.6,14.3,0,50,76,1025.5,1
9.2,14.5,5,44,74,1024.6,1
10.2,17.3,20,41,61,1027.8,1
12.7,19.4,1.2,24,60,1025.5,1
12.2,18.2,4.2,30,60,1021.1,0
11.2,20.3,0,17,48,1017.8,0
11.6,25,0,26,45,1015.3,0
17,21.6,0,24,60,1021.5,0
16.4,24.8,0,28,57,1022.5,0
16.9,23.5,0,28,52,1031.6,0
14.4,31.3,0,19,33,1024.3,0
17.3,34.9,0,30,10,1021.8,0
15.6,37.5,0,15,9,1020.6,0
20,36.4,0,30,21,1019.3,0
19,20.3,0,31,68,1033.7,0
16.6,21.5,0,33,58,1035.9,0
17.4,24.7,0,28,44,1029.6,0
16.1,26.2,0,17,46,1025.6,0
15.1,26.1,0,17,56,1018.4,1
16.7,29.7,2.2,24,63,1012.2,1
17.3,21.7,3.4,20,86,1022.4,1
17,25.4,2.6,30,52,1025.1,0
17.1,26.2,0,35,52,1021.5,0
18.1,32,0,26,43,1018.2,0
19.4,24.5,0,17,63,1021.3,0
18.9,22.6,1,17,61,1027.9,0
19.2,27.1,1,33,53,1022.2,0
19.4,30.7,0,28,45,1015.8,1
19,29.1,4.8,9,60,1011.4,1
18.8,20.3,3.6,43,84,1010.3,1
14.8,19.4,6,22,59,1021.7,0
13.2,24,0,31,47,1020.6,0
15.5,25.8,0,35,57,1017.4,0
17.1,26.4,0,13,58,1014.4,1
15.7,18.4,3.8,37,56,1025.9,0
13.5,21.8,1,20,44,1022.5,0
13.7,23.3,0,28,35,1021.9,0
15.3,24.8,0,31,41,1020.6,0
16.6,25.9,0,33,55,1018.2,0
17.5,28.7,0,35,54,1010.1,1
18.4,31.6,9.8,24,46,1008.9,0
17.9,19.6,0.2,31,87,1016.7,1
17,19.6,3.8,33,89,1016.5,1
16.4,23.6,10.6,37,74,1010.3,1
18.3,30,9,11,67,1006.1,1
17.8,24.1,4.8,26,76,1012.7,0
16.3,20.2,0,31,69,1020.1,0
13.8,23.3,0,20,47,1017.3,0
15.8,27.3,0,22,35,1013.1,0
17.7,28.4,2.8,28,48,1009.3,1
16.9,20.8,18.8,19,73,1013.3,1
15.3,19.7,17.2,37,69,1017.4,1
14.5,22,6.2,22,40,1018.1,0
14.3,26.2,0,33,37,1015.6,0
17.6,37.1,0,28,14,1009.4,0
18.3,35,0,17,42,1011.1,0
20.9,42.8,0,43,7,1006.1,0
19.9,22.1,0,30,59,1017.4,0
18.3,23.2,0,20,52,1016.7,0
17.7,23.8,0,35,74,1011.1,0
18.1,26.7,0,37,50,1013.6,0
18.3,33.8,0,28,43,1007.3,0
21,39.2,0,59,9,1000.1,0
16.3,24.4,0,28,53,1013.8,0
16.8,24.6,0.2,30,48,1016,0
20,27.8,0.8,28,58,1009.4,0
18.2,28.5,0,33,58,1008.4,0
20,37.9,0,31,28,1006.1,0
18.7,20.4,0,50,72,1017.3,0
16.9,23.4,0.2,24,47,1026.1,0
15.5,24.2,0,22,43,1024.1,0
15.8,27.5,0,31,44,1018.5,0
17.8,27.8,0,28,43,1017.6,0
19.1,26.7,0,26,54,1019.9,0
20.8,26.4,0,20,63,1015.6,0
21.5,33.3,1,30,48,1011.6,1
19.3,26.5,3.6,22,60,1011.4,0
20.7,37,0,35,11,1001.1,0
18.2,23,0,28,50,1015.3,0
18.2,26.4,0,39,50,1015.9,0
18,29.2,0,22,50,1013.4,0
20.3,28.6,0,33,56,1012.3,1
20.7,24.6,1.2,15,72,1016.7,1
15.6,27.6,5.6,35,51,1016.6,0
20.2,29.9,0,39,42,1013.6,0
20.5,33.4,0,37,37,1012.2,0
19.3,32,0,46,45,1008,0
22.3,27,0,43,92,1017.2,1
18,21.7,22.8,15,93,1021.6,1
17.2,23.8,29.2,24,56,1017.9,0
18.1,25.4,0,22,55,1018.9,0
17.6,26.6,0,28,40,1015.3,0
19.6,28.1,1,31,80,1005.9,1
16.5,20.6,2.2,39,62,1018.5,0
15.1,21.4,0.4,24,59,1023.2,0
16.3,23.8,0,26,40,1020.9,0
14.9,24.9,0,22,45,1018.7,0
18.1,28.7,0,31,43,1016.6,0
18.6,26.5,0,28,48,1013.6,0
18.1,25.3,0,19,57,1012.5,0
19.9,24.3,0,30,75,1014.5,1
20.2,25.4,3.6,20,94,1016.5,1
17.6,21,51.2,31,91,1014.9,1
17.2,19.2,35.6,31,93,1011.7,1
16.9,22.3,36.4,39,78,1015.8,0
15.8,25.8,0,22,47,1019,0
18.7,26,0,26,49,1018.6,0
19.1,28.8,0,30,49,1017.2,0
21.1,34.6,0,30,44,1008.7,0
23.7,33.6,0,37,84,1012.4,0
21.1,31.1,0,28,58,1015.9,0
22.9,40.6,0,28,34,1007.4,1
14.3,20.4,27.4,39,74,1024.1,1
14.4,22.9,7,24,49,1026.3,0
16.3,25.1,0.4,20,48,1022.8,0
17.2,27.6,0,24,50,1017.5,0
19.1,33.3,0,24,39,1012.8,0
22.2,40.3,0,26,27,1009.3,0
23.4,37.8,0,30,32,1006.8,1
22.7,26.9,22.8,17,81,1006.1,1
22.5,24.7,22.6,39,73,1008.7,0
20.2,25.3,1,17,66,1012.1,0
21.1,25,0,17,67,1013.3,1
20.1,27.5,17.6,22,56,1017.2,1
20.2,26.4,3.6,22,63,1013.9,1
21.6,29.4,3.6,19,60,1004.4,0
22.1,29.9,0,20,91,1001.7,1
19.7,26.3,6.2,20,86,1003,1
18.8,31.8,23.8,22,22,1003.4,0
20.6,24.8,0,17,54,1001.1,1
16.4,26.1,2.2,20,53,1004.1,0
19.9,31,0,31,43,1001.9,1
19.1,23.7,8.2,54,60,1012.7,1
19.8,23.9,1.6,37,64,1017.8,0
19.8,26.7,0.8,26,50,1017,0
20.4,26.5,0.4,22,59,1016.6,0
19.4,27.1,0,20,60,1018,0
21.5,26.7,0.4,24,57,1019.7,0
20.4,30,0,31,42,1012.6,0
20.4,27.9,0,24,56,1014.1,0
21.5,29.2,0,30,55,1014.8,0
22.4,30.6,0,31,49,1011,0
21.4,36.9,0,35,82,1005.8,0
22.4,27.3,0,22,67,1007.7,0
21.1,26.5,0,35,55,1008.9,0
18.9,24,0,24,49,1008.7,0
17.9,26.7,0,20,49,1008.7,0
21.5,31.9,0,28,54,1009.5,0
22.9,27.9,0,31,77,1018.3,1
20.6,26.7,26.8,24,78,1024.6,0
21.5,31.1,0,28,56,1021.7,0
22.3,31.1,0,26,46,1017.3,0
22.1,32,0,24,47,1012.7,0
22.5,37.8,0,20,36,1008.8,0
23.2,27.5,0,24,71,1015.5,0
22.2,28.5,0,24,49,1019,0
20.7,27.9,0,22,48,1017.1,0
21,24.9,0,30,78,1020.7,0
21.3,30.2,0,28,38,1019.6,0
20.9,30.6,0,31,49,1018.6,0
22.8,31,0,37,51,1019.2,0
23.4,30.4,0,35,49,1020,0
20,30,0,37,43,1019.1,0
19.6,29.9,0,35,50,1021,0
20.4,30.4,0,28,53,1018.6,0
23,29.8,0,30,52,1022.4,0
22,31.7,0,30,53,1017.6,0
21.7,25.3,0,28,84,1019,0
22.6,29.5,0,28,59,1017.9,0
21.8,30.9,0,30,53,1017.6,0
23.2,29.6,0,31,50,1017.7,0
21.6,29.9,0,26,86,1014.6,1
19.5,23.9,29.8,37,71,1018.5,1
19.5,24,14.2,31,72,1018.1,1
19.5,27,9.8,24,60,1012.7,0
20.1,29.1,0,35,63,996.8,0
15.2,21.6,1,28,47,1011.4,0
17.5,21,0,26,93,1016.8,1
15.4,20.3,42.4,37,80,1016.5,1
14.4,21.3,20.8,39,66,1015.6,1
14.7,25,2,17,49,1016.8,0
16.7,29.4,0,24,28,1018.7,0
19.9,25.4,0,13,57,1016.1,0
17.5,26.3,0,15,56,1015.9,0
19.7,25.5,0,24,58,1017,1
19.3,24.4,29.2,22,73,1015.6,0
20.3,22,0,26,94,1016,1
18.9,27.8,6.6,22,37,1011.9,0
16.9,23,0,31,60,1016.3,0
17,27.1,0,28,48,1014.9,0
17.7,30.4,0,24,18,1014.6,0
19.3,24.3,0.4,17,65,1022.1,1
18.4,24.3,19,15,79,1019.6,1
18.1,27.3,2.2,33,55,1014.8,0
19.3,34.7,0,31,43,1011,0
19.6,20.5,0,22,57,1022.3,0
17.9,21.7,0,7,71,1021.3,0
16.2,23.2,0.2,17,58,1018.8,0
15.8,28,0,26,44,1015.2,0
14.7,24.1,0,22,54,1016.5,1
17.8,21.5,7.6,28,71,1021.8,0
16.2,23.5,0.8,19,62,1026.3,0
15.7,24.2,0.2,20,58,1027.4,0
16.6,26.3,0.2,30,48,1021.5,0
16.8,27.1,0,13,42,1017.7,0
18.8,21.7,0.4,31,74,1020.5,1
14.7,22.1,2.4,30,84,1019.2,1
17,22.8,36.2,19,75,1020.2,0
16.8,25,0,17,67,1021.9,0
17.5,27,0,28,65,1018.7,0
17.4,23.4,0,31,80,1019.1,1
16.5,21,4,43,87,1024.4,1
15.7,22,7.4,20,50,1029.3,0
12.6,21.9,0,15,54,1029.4,0
13.9,23.2,0,22,59,1027.5,0
15.3,25.3,0,33,54,1023.5,0
15.9,27.2,0,15,46,1021.2,0
16.1,26.5,0,19,61,1018.3,0
18.8,26.9,0,9,52,1015.5,1
17.2,28.1,2.2,30,48,1008.9,0
14,23.8,0,15,59,1012.1,0
12.2,26.9,0,28,19,1006.1,0
13.5,24.5,0,26,47,1016.7,0
13.6,25.1,0,15,40,1017.1,0
12.2,24.5,0,19,62,1018.3,0
16.2,21.8,0,6,71,1013.7,1
17.9,23.4,1.8,26,72,1003.2,0
17.1,25.2,0.4,46,33,1004.1,0
12.9,23.7,0,24,28,1012.2,0
13.1,25,0,28,32,1013.8,0
13.5,26.1,0,13,40,1019.4,0
11.9,26.4,0,9,25,1019.6,0
12.4,26,0,11,30,1013.3,0
12,24.5,0,30,56,1017.3,0
14.4,28.9,0,19,20,1014.1,0
12.8,22.4,0,9,30,1015,0
11.8,23.8,0,33,27,1013.1,0
12,22.6,0,17,57,1019.3,0
13.8,21.2,0,11,58,1023.9,0
13.8,23.7,0,15,61,1020.1,0
13.2,28.3,0,46,27,1012.6,0
11.4,22.3,0,26,21,1013.6,0
9.8,21.7,0,6,22,1013.3,0
12.7,21.8,0.6,30,41,1000.1,0
12,18.6,0,41,27,1001.9,0
8.9,15.2,0,13,76,1006.2,1
7.7,18.9,4.6,15,30,1016.5,0
7.4,18,0,17,46,1024.2,1
8.8,16.5,3.8,15,86,1027.4,1
12,16.8,6.2,15,87,1026.4,0
11.5,18,0,22,70,1024.4,0
11.8,18.8,0,17,81,1021.6,1
14.6,21.7,72,44,84,1009.3,1
16,20.2,95.6,61,88,996.3,1
13.9,18.2,67.8,31,43,998.4,0
10.6,19.4,0.2,24,61,1002.9,0
10.6,21.7,0,24,36,1009.1,0
15.1,23.1,0.2,35,26,1005.7,0
12.4,22.4,0.2,17,39,1016.7,0
10.9,20.3,0,26,36,1020.8,0
7.2,18.2,0,13,49,1035,0
7.4,19.6,0,15,45,1035.4,0
9.1,22.2,0,17,36,1031.4,0
8.9,20.6,0,15,42,1029.7,0
9.4,22.5,0,13,39,1019.1,0
11.4,20.5,0,24,55,1014.1,1
14.6,20.8,3.8,9,78,1015.5,0
14.4,20.4,0.2,24,90,1010.5,1
15.1,20.9,30.8,31,42,993.9,0
15,19.3,0.2,30,32,1001.9,0
12.8,20.9,0,37,31,1005,0
9.6,19.5,0,17,36,1007.1,0
12,17.6,0,56,26,1003.4,0
6.8,13.6,0,28,38,1018.1,0
5.4,16.1,0,13,37,1016.9,0
8,11.6,0,20,76,1013.6,1
8.7,15.4,2.2,20,54,1023.1,0
7.3,18.1,0,9,41,1025.3,0
5.6,17.8,0,19,26,1014.9,0
8.9,16.4,0,28,39,1016.2,0
7.8,18.3,0,13,35,1023,0
6.1,18,0,11,35,1022.5,0
6.3,15.8,0,6,47,1016.1,1
8.2,19.1,4.2,28,51,1005.8,0
9.7,18.4,0.2,37,46,1003,1
12.8,17.2,35.2,31,93,1016.2,1
12.7,17.6,21.6,15,96,1018.4,1
8.8,16.7,21.8,15,74,1022.2,1
10.7,19,2,15,53,1021,0
13.1,19.6,0,39,44,1009.7,0
11.5,21.4,0,44,12,1006.8,0
9.6,14.5,0,39,23,1020.1,0
5.7,17.3,0,15,25,1025.8,0
6.4,17.1,0,13,41,1027.4,0
7,17.4,0,17,78,1030.2,0
10,20.1,0,15,66,1026.9,0
9.9,25.3,0,24,39,1019.4,0
14.2,25.7,0,0,46,1018.7,1
15.9,16.8,11.2,15,94,1018.2,1
14.4,19.8,13.2,7,91,1016,0
12.1,27,0.8,31,42,1000.5,1
14.8,18.7,4,37,26,1004.1,0
7,15.3,0,20,29,1012,0
7.4,18.8,0,24,25,1011.5,0
9.2,18.7,0,20,43,1012.9,0
10.9,19.6,0,33,33,1013.4,0
7.9,20.4,0,13,30,1020.3,0
7.3,19.7,0,20,28,1017.8,0
8.3,18.4,0,15,57,1020.2,0
10.7,21,0,11,34,1015,0
9.9,18.6,0,11,55,1012.9,0
11.5,15.2,1,35,86,1013.9,1
10.5,15,16,30,86,1017.8,1
11,17.2,42,31,61,1025.3,1
10.1,14.5,7,30,79,1028.2,1
9.3,15.4,3.6,19,68,1026.7,0
10.3,16.7,0,11,62,1024.6,0
8.6,18.1,0,15,55,1022.8,0
8.4,19.9,0,22,52,1017.8,0
12.2,26.7,0,24,28,1011.2,0
12.1,20.3,0,30,31,1017.1,0
7.4,19.8,0,15,24,1019.7,0
8,20.6,0,24,29,1020,0
8.9,18.4,0,17,57,1027.2,0
8.9,21.4,0,24,46,1029.5,0
9.9,21.7,0,24,51,1025.4,0
10.9,24.1,0,17,40,1021.9,0
10.7,23.7,0,28,30,1020.3,0
10.6,24.7,0,28,32,1013.6,0
8.1,20.7,0,11,29,1016.3,0
9.5,15.6,0,20,72,1015.2,1
8.2,16.1,2.4,31,66,1013.4,1
12.2,14.5,3.6,13,96,1007.8,1
9,17.1,53,22,51,1010.5,0
7,15.4,0,28,57,1017.5,1
7.5,20.4,2.4,17,29,1020,0
8.3,19.3,0,13,45,1020.9,0
8.7,20.5,0,11,33,1024.9,0
11.4,21.5,0,20,54,1022.8,0
14.1,24.8,0,30,50,1013.5,0
12.1,23.2,0,22,46,1015.1,1
14.5,19.1,11.6,19,97,1006.1,1
15.1,20.9,26,37,36,1004.6,0
9.6,19.3,0,15,32,1022,0
9.4,21.3,0,20,44,1027,0
10.4,22.7,0,24,50,1026.1,0
14.1,21.7,0,20,52,1029.2,0
15.4,23,0,35,59,1024.6,0
15.3,24.8,0,35,57,1015.6,1
14.1,23.4,1.6,33,28,1011,0
11.9,19.5,0,19,55,1017.1,0
12.3,21.4,0,24,52,1018.4,0
16.1,19.4,0,17,78,1017.9,1
16.3,24.9,2.4,22,47,1007.9,0
14.8,22.8,0,43,27,1007.6,0
14.2,22.7,0.2,31,31,1015.7,0
11.1,22.6,0,28,37,1017.5,0
14.1,18.1,0,9,87,1005.8,1
13,21.7,11,24,32,1008.7,0
9.6,21.5,0,22,38,1015.8,0
14.3,22.3,0,17,73,1007.3,0
12.8,19.7,1,24,64,1006,1
14.4,19.3,1.4,35,60,1010.7,0
12.5,22.2,0,19,61,1007.7,1
14.2,20.8,4.2,28,69,1006.2,1
11.9,19.2,5.6,20,48,1009,0
10.6,23.3,0,44,24,1007,0
9.4,20.1,0,17,39,1011.2,1
12.5,23.5,2.2,30,49,993.6,0
13.1,20.2,0.6,41,36,997.8,0
12.4,22.5,0,46,31,1005.6,0
11.9,26.6,0,26,33,1007.9,0
17.9,27,0,44,8,997.9,0
12,24.5,0,39,22,1003.6,0
10.9,24.2,0,35,12,1013.4,0
13.4,28.9,0,22,15,1016.6,0
16.4,31.4,0,26,16,1015.4,0
18.2,19.6,0,39,62,1017.8,0
13.4,27.3,0,35,36,1017.9,0
17.1,34.3,0,30,24,1004.5,1
12.4,19,3.6,20,26,1013.1,0
9.7,23.3,0,22,32,1012.4,1
12.3,17.2,6,43,80,1022.4,0
8.4,20.3,0.2,19,34,1023.1,0
10.9,26.3,0,31,29,1017.3,0
15.8,28.9,0,39,34,1008.2,0
18.7,19.3,0,20,77,1008.5,1
11.2,26.6,3,30,20,1010.7,0
15.5,23.4,0,24,30,1017.1,0
14.8,23.2,0,37,46,1021.3,0
15.8,27.1,0,35,55,1012.4,1
15.6,17.6,14,37,80,1010.2,1
10.1,16.9,1.4,37,54,1017.7,0
9.9,18.7,0.6,28,45,1016.6,0
11.6,25.4,0,26,40,1014.1,0
14.6,28.3,0,28,22,1012.7,0
17.3,22.2,0,30,67,1015.8,0
14.7,20.1,0.6,9,58,1018.5,1
16.3,25.5,4.2,35,62,1017.4,0
19.5,26.8,0,26,57,1006,0
15.9,21.5,0.6,22,25,1010.9,0
11.8,23.4,0,24,33,1010,0
12.9,23.5,0,26,27,1012.9,0
14.3,27.3,0,33,38,1014.3,0
15.6,32.6,0,11,10,1008.7,0
21.8,25.6,0,35,12,1006.2,0
14.8,23.8,0,26,28,1007.9,0
15,30.8,0,33,25,1005.8,0
18.6,22.4,0,30,84,1007.5,1
17,20.5,2.8,19,82,1010.1,1
16.5,25,7,22,60,1007,0
17.7,24.1,0,20,56,1009.9,1
18,34.7,11.8,28,53,996.7,0
18.2,30.8,0,48,16,995.6,0
17.4,22.8,0,39,63,1004.5,0
15.2,21.5,0.6,22,46,1015.1,0
14.1,23.8,0,28,56,1021.4,0
16.5,25.3,0,31,49,1021.8,0
17.4,35.1,0,28,28,1013.1,0
18.7,22.9,0,24,61,1018.5,0
18.4,26.7,0,31,50,1018,0
20.4,30.8,0,22,55,1014.9,0
21.1,33.1,0,35,39,1011.4,0
19.7,29.2,0.8,30,86,1008.6,1
13.1,22.2,3.8,31,39,1012,0
15.4,23.7,0,26,57,1012.6,0
16.9,26.3,0,31,51,1013.4,0
18.8,24.4,0,26,63,1016.9,0
20.2,28.8,0,30,56,1010.2,0
19.1,23.8,0,30,73,1010.9,0
18.3,26.2,0,33,48,1009.1,0
18.7,30.9,0,22,46,1005.2,0
19.3,35.7,0.2,28,16,1007.4,0
20.3,25.9,0,22,51,1014.9,0
19.2,28.1,0,30,57,1013,1
21.8,32.4,1.4,19,57,1005.5,1
20,24.8,10,11,84,1010.5,1
18.9,24.9,5.2,24,57,1014.4,0
20.6,29.6,0,43,54,999.1,0
18.4,26.8,0,35,47,1010,0
16.2,24,0,30,52,1020.8,0
19.6,27.1,0,31,52,1020.3,0
20.4,29,0,33,48,1017.9,0
21.1,39.2,0,22,27,1010.4,0
27.5,37.5,0,37,17,1007.4,1
16.5,18.9,4.2,24,79,1017.5,1
16.5,26,25,11,94,1009.4,1
17.7,34.5,11.4,28,25,1005,0
17.1,21.9,0.2,28,53,1020.1,0
16.8,24.9,0.2,31,42,1017.4,0
17.5,29.6,0,31,46,1005,0
18.2,25.4,0,28,56,1012.3,0
19.6,25,0,22,53,1018,0
20.8,26.4,0,35,51,1016.5,0
19.2,28.1,0,26,59,1013.8,0
18.5,29.4,0.4,35,50,1015.4,0
21.3,30.9,0,37,46,1011,0
21.3,26.8,0,24,75,1013.4,0
21.2,30.5,0,43,46,1009.3,0
22.4,38.2,0,22,23,1003.9,0
23.2,35.6,0,11,38,1001.3,0
22.6,26.3,0.2,22,75,1003.8,0
21.6,27.2,0,24,72,1005.5,0
20.9,24.9,1,33,74,1012,1
18.6,24.1,2.2,33,83,1018.5,1
19.4,26,1.4,24,43,1020.2,1
19.6,25.5,5.2,19,69,1017.3,1
19.9,27.1,8.2,28,48,1017.6,1
18.3,27.9,14.4,30,54,1014.8,0
19.2,29.9,0,37,47,1009.7,0
21,29.9,0,22,50,1009.1,1
21.4,35.3,1.2,24,37,1007.8,0
23,38.8,0,28,42,1003,0
21.5,29,0,22,52,1010.7,0
22.8,32.8,0,50,49,1000.7,0
24.9,30,0,22,60,1003.4,0
21.5,27.3,0,22,61,1015.9,0
22,30,0,41,47,1013.8,0
21,37.7,0,30,38,1007.6,0
26.1,37.7,0,35,74,1006.7,0
19.8,25,0,20,51,1013.7,0
19.1,31.4,0,30,66,993.9,1
20.8,25.3,10.2,28,53,1012.3,0
19.7,27.2,0,28,47,1015.6,0
21.3,35.2,0,41,47,1009.7,0
24.6,38.5,0,15,34,1008.1,1
20.4,24.1,4.2,17,65,1018.1,0
20.3,23.5,0,28,78,1015.1,0
20.1,26.6,0.4,17,60,1016.9,0
20.7,31.9,0,33,50,1011.6,0
21.6,28.7,0,28,83,1015.6,0
22.5,36.4,0,44,53,1007.3,0
23.5,39.6,0,39,84,1010,1
19.9,23.8,1.6,17,87,1012.7,0
19.9,25.2,0.2,28,70,1014,0
21.9,28.4,0,24,57,1013.4,0
22.2,32.3,0,26,61,1010.3,0
24,38.6,0,28,34,1006.9,0
24.3,28.9,0,30,82,1009.7,0
21.9,25.7,0.2,33,90,1018.8,1
20.1,28,51.4,35,72,1021.7,1
21.6,32.2,4.8,33,52,1012.6,0
23.1,42.9,0,22,28,1005.6,0
23,39,0,19,45,1002.4,0
23.3,28.4,0,48,82,998.1,1
16.9,25.9,1.4,24,39,1007.6,0
20.1,22.8,0.8,33,81,1015.9,1
17.7,27.7,40.6,24,53,1013.4,0
20.3,33.1,0,31,43,1008.6,0
22.8,32.6,0,35,51,1005.3,1
22,28.4,2.2,24,65,1004.8,0
18.2,26,0.4,22,56,1006,1
17,29.3,7.2,19,16,1009.7,0
17.2,27,0,24,46,1018.5,0
19.5,30.1,0,35,47,1018.2,0
21.8,30.1,0,35,52,1016.9,0
20.8,26,0,28,77,1018.7,1
18.6,22.1,1.8,31,91,1020.2,1
18.1,23.8,31,35,67,1021.7,1
18.2,26.6,13.4,26,61,1023,0
19.8,27.7,1,22,62,1021.4,1
19.8,24.9,17.6,19,93,1019.6,1
20,26.2,18.2,19,76,1016.1,1
20.2,25.1,13.8,31,87,1016.1,1
19.6,24.2,16.2,35,95,1013,1
18.7,23.1,7.2,31,77,1009.5,1
19.4,23.6,1.2,48,67,1013.4,1
17.7,22.2,1.4,35,83,1017.8,1
17.3,23.9,6.8,26,62,1017.5,0
18,23.9,0.4,31,68,1016.1,0
17.8,23.5,0.2,35,68,1013.9,0
17,24.7,0,22,57,1012.4,0
17.4,28.8,0,33,49,1007.4,0
21.2,28.4,0,30,71,1012.3,0
21.8,27.3,33.2,33,88,1008.8,1
20,23.2,14.4,44,97,1020.5,1
21.2,29.2,8.4,31,73,1015.3,0
23.6,29.2,0,17,73,1012.4,1
18.5,23.2,13.2,19,80,1019.1,1
19.1,26.5,1.4,22,60,1014,0
19.4,27.8,0,22,67,1014.5,0
20.2,28.7,0,33,66,1012,0
20.9,24.3,0,22,84,1012.5,0
20,30.7,0,28,71,1007.1,0
23.7,28.5,0,50,99,1007.7,1
16.2,20.8,22.8,41,69,1015.6,0
14.9,24.8,0,17,59,1016.6,0
18,21,0.6,35,78,1024.7,1
14.6,21.9,32.4,28,60,1026.4,1
16,22.5,7.2,20,73,1026.4,1
15.4,23.1,4.6,24,53,1023.4,0
13.4,23.5,0,19,50,1023.9,0
14.3,24.2,0,19,49,1025.7,0
14.8,26,0,31,48,1021.1,0
15.6,29.4,0,24,41,1006.7,1
12.2,19.4,8,30,56,1008.6,0
12.8,21.9,0,37,64,1017.3,1
15.4,20.7,3.6,28,80,1022.1,1
15.5,21.2,28.2,26,61,1021,0
13.4,23,0,19,56,1019.3,0
13.2,22.9,0,19,64,1018.6,0
14.7,26.7,1,19,52,1017.6,0
13.9,23.7,0,17,68,1022.1,0
16.5,24.5,0,20,61,1025.3,0
16,23.4,0,24,71,1028.1,1
16.3,25.1,8.2,28,54,1027.4,0
14.9,25.7,0,20,63,1024.6,0
18.2,25.9,0,19,63,1022,0
15.8,25.4,0,17,72,1020.9,0
15.7,25.2,0,19,65,1018.2,0
18.3,28.4,0,31,67,1008.2,0
16,25.5,0.4,52,54,1004.1,0
11.5,17.9,0.2,31,64,1015.2,0
10.3,19.2,0,20,56,1020.4,0
10.3,21,0,19,63,1018.5,0
14.1,20.8,0,17,65,1020.9,0
13.4,26.4,0,20,43,1014.6,0
14.3,24.6,0,20,47,1016,0
15.6,18.6,0.4,11,89,1027.6,1
12,20.1,16.4,13,52,1029.3,0
13.2,23.3,0.4,22,58,1027.6,0
12.5,26.1,0,17,43,1021,0
14.5,21,0,19,47,1023.4,0
10.5,17.9,0,24,56,1025.2,0
10.6,18.8,0,24,61,1024.1,0
10.5,19.5,0,17,66,1022,0
10.7,19.7,0,20,71,1023.1,0
12.2,19.6,0,17,73,1024.4,1
14.4,22.7,1.2,22,67,1021.6,0
13.9,19.9,0.2,19,78,1019.2,0
13,19.1,0,28,64,1014,0
10.8,20.2,0.2,20,58,1016.6,0
